OBJECTID,STATE,NAME,LAT,LON,Date01Start,Date50Start,Date100Start,Dat50End,Date01End,Duration,x,y
529,IL,Tamms,37.241541,-89.271329,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:34,210,-89.271329,37.241541
530,IL,Teutopolis,39.131998,-88.479564,4/9/24 0:13,4/8/24 17:31,4/8/24 18:03,4/8/24 18:04,4/8/24 18:36,30,-88.479564,39.131998
531,IL,Thebes,37.212416,-89.450657,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:33,210,-89.450657,37.212416
532,IL,Thompsonville,37.911304,-88.765018,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,240,-88.765018,37.911304
533,IL,Tilden,38.212024,-89.683675,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:02,4/8/24 18:34,150,-89.683675,38.212024
534,IL,Toledo,39.272782,-88.242187,4/9/24 0:13,4/8/24 17:31,4/8/24 18:03,4/8/24 18:04,4/8/24 18:37,30,-88.242187,39.272782
535,IL,Ullin,37.280226,-89.175797,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:34,210,-89.175797,37.280226
536,IL,Unity,37.152059,-89.27302,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:33,210,-89.27302,37.152059
537,IL,Valier,38.017971,-89.043689,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:03,4/8/24 18:35,240,-89.043689,38.017971
538,IL,Pittsburg,37.776593,-88.850213,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:04,4/8/24 18:35,240,-88.850213,37.776593
539,IL,Kell,38.487552,-88.90001,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,180,-88.90001,38.487552
540,IL,Zeigler,37.9057,-89.053271,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:03,4/8/24 18:35,240,-89.053271,37.9057
541,IL,Louisville,38.769406,-88.506858,4/9/24 0:13,4/8/24 17:30,4/8/24 18:01,4/8/24 18:05,4/8/24 18:36,180,-88.506858,38.769406
542,IL,McClure,37.312582,-89.43156,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:33,240,-89.43156,37.312582
543,IL,Macedonia,38.054292,-88.7033,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,240,-88.7033,38.054292
544,IL,McLeansboro,38.090269,-88.538611,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,240,-88.538611,38.090269
545,IL,Makanda,37.620344,-89.23714,4/9/24 0:13,4/8/24 17:27,4/8/24 17:59,4/8/24 18:03,4/8/24 18:34,240,-89.23714,37.620344
546,IL,Marion,37.734445,-88.941164,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:03,4/8/24 18:35,240,-88.941164,37.734445
547,IL,Marissa,38.249667,-89.771413,4/9/24 0:13,4/8/24 17:27,4/8/24 17:59,4/8/24 18:02,4/8/24 18:34,120,-89.771413,38.249667
548,IL,Marshall,39.399532,-87.691168,4/9/24 0:13,4/8/24 17:32,4/8/24 18:04,4/8/24 18:06,4/8/24 18:38,150,-87.691168,39.399532
549,IL,Martinsville,39.338421,-87.880862,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:06,4/8/24 18:37,120,-87.880862,39.338421
550,IL,Mason,38.954328,-88.627068,4/9/24 0:13,4/8/24 17:30,4/8/24 18:02,4/8/24 18:04,4/8/24 18:36,120,-88.627068,38.954328
551,IL,Maunie,38.035177,-88.045277,4/9/24 0:13,4/8/24 17:30,4/8/24 18:01,4/8/24 18:05,4/8/24 18:36,210,-88.045277,38.035177
552,IL,Oblong,39.002301,-87.910526,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:06,4/8/24 18:37,180,-87.910526,39.002301
553,IL,Walnut Hill,38.477947,-89.044393,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:03,4/8/24 18:35,180,-89.044393,38.477947
554,IL,Odin,38.615868,-89.054077,4/9/24 0:13,4/8/24 17:29,4/8/24 18:01,4/8/24 18:03,4/8/24 18:35,150,-89.054077,38.615868
555,IL,Waltonville,38.216133,-89.038197,4/9/24 0:13,4/8/24 17:28,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,210,-89.038197,38.216133
556,IL,Wamac,38.490941,-89.14786,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:03,4/8/24 18:35,150,-89.14786,38.490941
557,IL,Kinmundy,38.772143,-88.853462,4/9/24 0:13,4/8/24 17:30,4/8/24 18:01,4/8/24 18:04,4/8/24 18:36,120,-88.853462,38.772143
558,IL,Okawville,38.434417,-89.547978,4/9/24 0:13,4/8/24 17:28,4/8/24 18:00,4/8/24 18:02,4/8/24 18:34,90,-89.547978,38.434417
559,IL,Prairie du Rocher,38.081708,-90.097565,4/9/24 0:13,4/8/24 17:27,4/8/24 17:59,4/8/24 18:01,4/8/24 18:33,90,-90.097565,38.081708
560,IL,Pulaski,37.220853,-89.206564,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:34,210,-89.206564,37.220853
561,IL,Radom,38.27984,-89.192113,4/9/24 0:13,4/8/24 17:28,4/8/24 18:00,4/8/24 18:03,4/8/24 18:35,180,-89.192113,38.27984
562,IL,Raleigh,37.824449,-88.531202,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,210,-88.531202,37.824449
563,IL,Red Bud,38.207482,-90.002389,4/9/24 0:13,4/8/24 17:27,4/8/24 18:00,4/8/24 18:01,4/8/24 18:33,60,-90.002389,38.207482
564,IL,Richview,38.375878,-89.180262,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:03,4/8/24 18:35,180,-89.180262,38.375878
565,IL,Ridgway,37.797884,-88.260616,4/9/24 0:13,4/8/24 17:29,4/8/24 18:01,4/8/24 18:04,4/8/24 18:36,210,-88.260616,37.797884
566,IL,Robinson,39.008567,-87.73344,4/9/24 0:13,4/8/24 17:31,4/8/24 18:03,4/8/24 18:06,4/8/24 18:37,210,-87.73344,39.008567
567,IL,Rockwood,37.837063,-89.691776,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:34,210,-89.691776,37.837063
568,IL,Old Shawneetown,37.697103,-88.138934,4/9/24 0:13,4/8/24 17:29,4/8/24 18:01,4/8/24 18:04,4/8/24 18:36,180,-88.138934,37.697103
569,IL,Olive Branch,37.183658,-89.349516,4/9/24 0:13,4/8/24 17:27,4/8/24 17:58,4/8/24 18:02,4/8/24 18:33,210,-89.349516,37.183658
570,IL,Olmsted,37.182358,-89.083976,4/9/24 0:13,4/8/24 17:27,4/8/24 17:59,4/8/24 18:02,4/8/24 18:34,180,-89.083976,37.182358
571,IL,Olney,38.728108,-88.084219,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:06,4/8/24 18:37,210,-88.084219,38.728108
572,IL,La Clede,38.880611,-88.712708,4/9/24 0:13,4/8/24 17:30,4/8/24 18:02,4/8/24 18:04,4/8/24 18:36,120,-88.712708,38.880611
573,IL,Watson,39.026137,-88.56856,4/9/24 0:13,4/8/24 17:30,4/8/24 18:02,4/8/24 18:04,4/8/24 18:36,90,-88.56856,39.026137
574,IL,Omaha,37.889747,-88.306413,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:36,210,-88.306413,37.889747
575,IL,Opdyke,38.258245,-88.78981,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,210,-88.78981,38.258245
576,IL,Wayne City,38.347644,-88.589407,4/9/24 0:13,4/8/24 17:29,4/8/24 18:00,4/8/24 18:04,4/8/24 18:36,210,-88.589407,38.347644
577,IL,Orient,37.917551,-88.978331,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:04,4/8/24 18:35,240,-88.978331,37.917551
578,IL,West City,37.996016,-88.948894,4/9/24 0:13,4/8/24 17:28,4/8/24 18:00,4/8/24 18:04,4/8/24 18:35,240,-88.948894,37.996016
579,IL,West Frankfort,37.899495,-88.930814,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:04,4/8/24 18:35,240,-88.930814,37.899495
580,IL,West Liberty,38.852381,-88.085242,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:06,4/8/24 18:37,210,-88.085242,38.852381
581,IL,Palestine,39.001621,-87.612584,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:06,4/8/24 18:38,210,-87.612584,39.001621
582,IL,West Salem,38.520096,-88.0093,4/9/24 0:13,4/8/24 17:30,4/8/24 18:01,4/8/24 18:06,4/8/24 18:37,240,-88.0093,38.520096
583,IL,West Union,39.213674,-87.666558,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:06,4/8/24 18:38,180,-87.666558,39.213674
584,IL,West York,39.168841,-87.67304,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:06,4/8/24 18:38,180,-87.67304,39.168841
585,IL,Wheeler,39.043042,-88.318765,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:05,4/8/24 18:37,150,-88.318765,39.043042
586,IL,Whiteash,37.783799,-88.93068,4/9/24 0:13,4/8/24 17:28,4/8/24 17:59,4/8/24 18:03,4/8/24 18:35,240,-88.93068,37.783799
587,IL,Parkersburg,38.589127,-88.056828,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:06,4/8/24 18:37,210,-88.056828,38.589127
588,IL,Lawrenceville,38.726345,-87.687289,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:06,4/8/24 18:37,240,-87.687289,38.726345
589,IL,Patoka,38.754069,-89.095818,4/9/24 0:13,4/8/24 17:29,4/8/24 18:01,4/8/24 18:03,4/8/24 18:35,60,-89.095818,38.754069
590,IL,Willisville,37.982804,-89.589787,4/9/24 0:13,4/8/24 17:27,4/8/24 17:59,4/8/24 18:02,4/8/24 18:34,210,-89.589787,37.982804
591,IL,Willow Hill,38.995838,-88.021817,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:06,4/8/24 18:37,180,-88.021817,38.995838
592,IL,Lenzburg,38.28635,-89.81778,4/9/24 0:13,4/8/24 17:27,4/8/24 18:00,4/8/24 18:01,4/8/24 18:34,90,-89.81778,38.28635
593,IN,Abington,39.733136,-84.967958,4/9/24 0:13,4/8/24 17:37,4/8/24 18:07,4/8/24 18:11,4/8/24 18:42,210,-84.967958,39.733136
594,IN,Adams,39.382503,-85.561348,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.561348,39.382503
595,IN,Advance,39.995552,-86.619922,4/9/24 0:13,4/8/24 17:34,4/8/24 18:06,4/8/24 18:08,4/8/24 18:40,150,-86.619922,39.995552
596,IN,Albany,40.305954,-85.232191,4/9/24 0:13,4/8/24 17:37,4/8/24 18:07,4/8/24 18:11,4/8/24 18:42,210,-85.232191,40.305954
597,IN,Alexandria,40.262964,-85.673683,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,180,-85.673683,40.262964
598,IN,Alford,38.493188,-87.246199,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,210,-87.246199,38.493188
599,IN,Alfordsville,38.560296,-86.948557,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,210,-86.948557,38.560296
600,IN,Amity,39.427029,-86.003895,4/9/24 0:13,4/8/24 17:35,4/8/24 18:05,4/8/24 18:09,4/8/24 18:40,240,-86.003895,39.427029
601,IN,Amo,39.688878,-86.612692,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:08,4/8/24 18:39,210,-86.612692,39.688878
602,IN,Anderson,40.089766,-85.689449,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,210,-85.689449,40.089766
603,IN,Andersonville,39.50049,-85.285862,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,210,-85.285862,39.50049
604,IN,Antioch,40.227365,-86.505704,4/9/24 0:13,4/8/24 17:35,4/8/24 18:07,4/8/24 18:08,4/8/24 18:40,30,-86.505704,40.227365
605,IN,Arcadia,40.174173,-86.021036,4/9/24 0:13,4/8/24 17:35,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,180,-86.021036,40.174173
606,IN,Arlington,39.641107,-85.57711,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.57711,39.641107
607,IN,Arthur,38.346716,-87.244333,4/9/24 0:13,4/8/24 17:31,4/8/24 18:03,4/8/24 18:06,4/8/24 18:37,210,-87.244333,38.346716
608,IN,Atlanta,40.213862,-86.027018,4/9/24 0:13,4/8/24 17:35,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,150,-86.027018,40.213862
609,IN,Austin,38.739986,-85.810587,4/9/24 0:13,4/8/24 17:34,4/8/24 18:06,4/8/24 18:08,4/8/24 18:40,90,-85.810587,38.739986
610,IN,Avoca,38.917196,-86.555642,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:08,4/8/24 18:39,210,-86.555642,38.917196
611,IN,Avon,39.760713,-86.394145,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:09,4/8/24 18:40,210,-86.394145,39.760713
612,IN,Azalia,39.092387,-85.844814,4/9/24 0:13,4/8/24 17:34,4/8/24 18:06,4/8/24 18:09,4/8/24 18:40,180,-85.844814,39.092387
613,IN,Bainbridge,39.7614,-86.81126,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:08,4/8/24 18:39,180,-86.81126,39.7614
614,IN,Bargersville,39.542637,-86.203247,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:09,4/8/24 18:40,210,-86.203247,39.542637
615,IN,Batesville,39.297698,-85.213455,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,180,-85.213455,39.297698
616,IN,Bedford,38.860167,-86.489503,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:08,4/8/24 18:39,210,-86.489503,38.860167
617,IN,Beech Grove,39.715669,-86.087018,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:09,4/8/24 18:40,210,-86.087018,39.715669
618,IN,Belleville,39.669731,-86.479447,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:09,4/8/24 18:40,210,-86.479447,39.669731
619,IN,Berne,40.657271,-84.955505,4/9/24 0:13,4/8/24 17:38,4/8/24 18:08,4/8/24 18:12,4/8/24 18:42,180,-84.955505,40.657271
620,IN,Bethany,39.533804,-86.378821,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:09,4/8/24 18:40,210,-86.378821,39.533804
621,IN,Bethel Village,39.151436,-85.925236,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:09,4/8/24 18:40,210,-85.925236,39.151436
622,IN,Bicknell,38.774312,-87.307797,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,240,-87.307797,38.774312
623,IN,Billtown,39.510075,-87.187269,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:07,4/8/24 18:39,180,-87.187269,39.510075
624,IN,Birdseye,38.312721,-86.698508,4/9/24 0:13,4/8/24 17:32,4/8/24 18:04,4/8/24 18:06,4/8/24 18:38,120,-86.698508,38.312721
625,IN,Blairsville,38.079461,-87.763101,4/9/24 0:13,4/8/24 17:30,4/8/24 18:02,4/8/24 18:05,4/8/24 18:37,210,-87.763101,38.079461
626,IN,Blanford,39.668118,-87.520592,4/9/24 0:13,4/8/24 17:33,4/8/24 18:05,4/8/24 18:06,4/8/24 18:38,60,-87.520592,39.668118
627,IN,Bloomfield,39.026134,-86.937364,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:08,4/8/24 18:38,240,-86.937364,39.026134
628,IN,Bloomingdale,39.830562,-87.250166,4/9/24 0:13,4/8/24 17:33,4/8/24 18:05,4/8/24 18:06,4/8/24 18:39,30,-87.250166,39.830562
629,IN,Blooming Grove,39.50893,-85.068561,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:41,180,-85.068561,39.50893
630,IN,Bloomington,39.1637,-86.524264,4/9/24 0:13,4/8/24 17:34,4/8/24 18:04,4/8/24 18:08,4/8/24 18:39,240,-86.524264,39.1637
631,IN,Blountsville,40.060255,-85.239836,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:42,210,-85.239836,40.060255
632,IN,Blue Ridge,39.521197,-85.637948,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.637948,39.521197
633,IN,Bluffton,40.743479,-85.172111,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:11,4/8/24 18:42,150,-85.172111,40.743479
634,IN,Boggstown,39.562914,-85.912138,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:40,240,-85.912138,39.562914
635,IN,Boonville,38.04661,-87.291027,4/9/24 0:13,4/8/24 17:31,4/8/24 18:03,4/8/24 18:05,4/8/24 18:37,150,-87.291027,38.04661
636,IN,Boston,39.741167,-84.851792,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:11,4/8/24 18:42,210,-84.851792,39.741167
637,IN,Bowling Green,39.38016,-87.011493,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:08,4/8/24 18:39,210,-87.011493,39.38016
638,IN,Boxley,40.167783,-86.179067,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:09,4/8/24 18:40,150,-86.179067,40.167783
639,IN,Brazil,39.522449,-87.124479,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:07,4/8/24 18:39,180,-87.124479,39.522449
640,IN,Linn Grove,40.644952,-85.034704,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:11,4/8/24 18:42,180,-85.034704,40.644952
641,IN,Homer,39.578441,-85.5774,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.5774,39.578441
642,IN,Linnsburg,40.000507,-86.798351,4/9/24 0:13,4/8/24 17:34,4/8/24 18:06,4/8/24 18:08,4/8/24 18:39,90,-86.798351,40.000507
643,IN,Linton,39.035534,-87.157128,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,240,-87.157128,39.035534
644,IN,Little York,38.699306,-85.904558,4/9/24 0:13,4/8/24 17:34,4/8/24 18:06,4/8/24 18:08,4/8/24 18:40,90,-85.904558,38.699306
645,IN,Livonia,38.550552,-86.276315,4/9/24 0:13,4/8/24 17:33,4/8/24 18:05,4/8/24 18:07,4/8/24 18:39,120,-86.276315,38.550552
646,IN,Lizton,39.883595,-86.542171,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:09,4/8/24 18:40,180,-86.542171,39.883595
647,IN,London,39.627394,-85.916714,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:40,240,-85.916714,39.627394
648,IN,Loogootee,38.675652,-86.914124,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,210,-86.914124,38.675652
649,IN,Losantville,40.023528,-85.183459,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:42,210,-85.183459,40.023528
650,IN,Lyford,39.646788,-87.369026,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:07,4/8/24 18:38,120,-87.369026,39.646788
651,IN,Lynn,40.048718,-84.942455,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:12,4/8/24 18:42,210,-84.942455,40.048718
652,IN,Lynnville,38.19907,-87.317486,4/9/24 0:13,4/8/24 17:31,4/8/24 18:03,4/8/24 18:06,4/8/24 18:37,180,-87.317486,38.19907
653,IN,Lyons,38.988368,-87.081166,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,240,-87.081166,38.988368
654,IN,McCordsville,39.897302,-85.91738,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:40,210,-85.91738,39.897302
655,IN,Mace,40.008957,-86.797814,4/9/24 0:13,4/8/24 17:34,4/8/24 18:06,4/8/24 18:08,4/8/24 18:39,90,-86.797814,40.008957
656,IN,Mackey,38.252045,-87.391015,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:06,4/8/24 18:37,210,-87.391015,38.252045
657,IN,Manilla,39.572711,-85.622005,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.622005,39.572711
658,IN,Maples,41.010905,-84.96802,4/9/24 0:13,4/8/24 17:38,4/8/24 18:10,4/8/24 18:11,4/8/24 18:42,60,-84.96802,41.010905
659,IN,Marengo,38.371162,-86.342753,4/9/24 0:13,4/8/24 17:33,4/8/24 18:05,4/8/24 18:06,4/8/24 18:39,30,-86.342753,38.371162
660,IN,Mariah Hill,38.165468,-86.926903,4/9/24 0:13,4/8/24 17:32,4/8/24 18:04,4/8/24 18:06,4/8/24 18:38,120,-86.926903,38.165468
661,IN,Marietta,39.440623,-85.881077,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:40,210,-85.881077,39.440623
662,IN,Marion,40.549986,-85.66042,4/9/24 0:13,4/8/24 17:36,4/8/24 18:08,4/8/24 18:10,4/8/24 18:41,120,-85.66042,40.549986
663,IN,Marion,39.589618,-85.755854,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,240,-85.755854,39.589618
664,IN,Markle,40.829549,-85.342014,4/9/24 0:13,4/8/24 17:37,4/8/24 18:09,4/8/24 18:10,4/8/24 18:42,60,-85.342014,40.829549
665,IN,Markleville,39.976338,-85.616677,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,210,-85.616677,39.976338
666,IN,Marshall,39.84768,-87.186785,4/9/24 0:13,4/8/24 17:33,4/8/24 18:05,4/8/24 18:07,4/8/24 18:39,60,-87.186785,39.84768
667,IN,Martinsville,39.414711,-86.431699,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:09,4/8/24 18:39,240,-86.431699,39.414711
668,IN,Matthews,40.387457,-85.497778,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:41,180,-85.497778,40.387457
669,IN,Maxwell,39.855749,-85.768279,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.768279,39.855749
670,IN,Mays,39.743743,-85.42885,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:41,210,-85.42885,39.743743
671,IN,Mecca,39.727098,-87.331653,4/9/24 0:13,4/8/24 17:33,4/8/24 18:05,4/8/24 18:07,4/8/24 18:38,90,-87.331653,39.727098
672,IN,Medora,38.824615,-86.171126,4/9/24 0:13,4/8/24 17:34,4/8/24 18:05,4/8/24 18:08,4/8/24 18:39,180,-86.171126,38.824615
673,IN,Melody Hill,38.024506,-87.513488,4/9/24 0:13,4/8/24 17:31,4/8/24 18:02,4/8/24 18:05,4/8/24 18:37,180,-87.513488,38.024506
674,IN,Meridian Hills,39.887392,-86.15671,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:09,4/8/24 18:40,210,-86.15671,39.887392
675,IN,Merom,39.055964,-87.56722,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,210,-87.56722,39.055964
676,IN,Metamora,39.448461,-85.137221,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:10,4/8/24 18:41,180,-85.137221,39.448461
677,IN,Middlebury,39.264887,-87.119306,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:07,4/8/24 18:38,210,-87.119306,39.264887
678,IN,Middletown,40.05945,-85.542782,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:41,210,-85.542782,40.05945
679,IN,Midland,39.118047,-87.189998,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,210,-87.189998,39.118047
680,IN,Mier,40.574806,-85.82323,4/9/24 0:13,4/8/24 17:36,4/8/24 18:08,4/8/24 18:09,4/8/24 18:41,60,-85.82323,40.574806
681,IN,Milan,39.125179,-85.120125,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:09,4/8/24 18:41,90,-85.120125,39.125179
682,IN,Milford,39.350389,-85.619728,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.619728,39.350389
683,IN,Millgrove,40.404891,-85.277242,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:11,4/8/24 18:42,180,-85.277242,40.404891
684,IN,Millhousen,39.211988,-85.434165,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,180,-85.434165,39.211988
685,IN,Millville,39.927183,-85.252759,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:41,240,-85.252759,39.927183
686,IN,Milroy,39.498077,-85.467614,4/9/24 0:13,4/8/24 17:36,4/8/24 18:06,4/8/24 18:10,4/8/24 18:41,210,-85.467614,39.498077
687,IN,Milton,39.786503,-85.156199,4/9/24 0:13,4/8/24 17:36,4/8/24 18:07,4/8/24 18:11,4/8/24 18:42,210,-85.156199,39.786503
688,IN,Mineral Springs,39.132182,-85.860875,4/9/24 0:13,4/8/24 17:35,4/8/24 18:06,4/8/24 18:09,4/8/24 18:40,210,-85.860875,39.132182
689,IN,Mitchell,38.737092,-86.47522,4/9/24 0:13,4/8/24 17:33,4/8/24 18:04,4/8/24 18:08,4/8/24 18:39,180,-86.47522,38.737092
690,IN,Modoc,40.045471,-85.126237,4/9/24 0:13,4/8/24 17:37,4/8/24 18:07,4/8/24 18:11,4/8/24 18:42,210,-85.126237,40.045471
691,IN,Monroe,40.745109,-84.940859,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:12,4/8/24 18:42,180,-84.940859,40.745109
692,IN,Monroe City,38.614538,-87.353007,4/9/24 0:13,4/8/24 17:32,4/8/24 18:03,4/8/24 18:07,4/8/24 18:38,240,-87.353007,38.614538
693,IN,Monroeville,40.97358,-84.867678,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:11,4/8/24 18:43,120,-84.867678,40.97358
